qid,query,retrieved,hit@1,ndcg@10,mrr@10,latency_ms
4233,"Are personal finance / money management classes taught in high school, anywhere?",36350,0.0,0.0,0.0,51.99
3177,Vanguard ETF vs mutual fund,17208,1.0,1.0,1.0,47.235
5090,Should I take a student loan to pursue my undergraduate studies in France?,12988,1.0,1.0,1.0,56.44
8072,"What does it mean “sell on ask” , “sell on bid” in stocks?",31212,0.0,0.0,0.0,72.445
5511,Pay off car loan entirely or leave $1 until the end of the loan period?,38786,0.0,0.0,0.0,77.248
8834,Pros/Cons of Buying Discounted Company Stock,26292,0.0,0.0,0.0,36.058
9403,Abundance of Cash - What should I do?,11661,0.0,0.0,0.0,26.979
5993,Why would anyone want to pay off their debts in a way other than “highest intere,886,0.0,0.0,0.0,72.386
5369,Paying for things on credit and immediately paying them off: any help for credit,4412,0.0,0.0,0.0,61.956
2070,Advantage of credit union or local community bank over larger nationwide banks s,30253,1.0,1.0,1.0,61.553
5460,Paying off a loan with a loan to get a better interest rate,31189,0.0,0.0,0.0,61.826
2685,What ways are there for us to earn a little extra side money?,30352,0.0,0.0,0.0,49.069
10645,Explain the details and benefits of rebalancing a retirement portfolio?,22221,1.0,1.0,1.0,58.502
6122,Better to rent condo to daughter or put her on title?,50071,0.0,0.0,0.0,44.903
7463,Pros/cons of borrowing money using a mortgage loan and investing it in a low-fee,10755,0.0,0.0,0.0,78.932
10267,How should I prepare for the next financial crisis?,4153,0.0,0.0,0.0,47.044
2010,Paypal website donations without being a charity,44256,1.0,1.0,1.0,39.76
7145,Are there “buy and hold” passively managed funds?,34986,0.0,0.0,0.0,42.351
6554,"Mutual fund value went down, shares went up, no action taken by me",20675,0.0,0.0,0.0,68.665
9556,How does pre-market trading work?,37040,1.0,1.0,1.0,86.774
766,Will the ex-homeowner still owe money after a foreclosure?,26011,0.0,0.0,0.0,75.478
2183,Why are there many small banks and more banks in the U.S.?,24994,1.0,0.6131471927654584,1.0,56.529
6219,Are there Investable Real Estate Indices which track Geographical Locations?,6356,0.0,0.0,0.0,45.189
6849,What do the points in a stock market index epresent?,44601,1.0,1.0,1.0,48.513
776,"Can saving/investing 15% of your income starting age 25, likely make you a milli",10440,1.0,1.0,1.0,55.5
4484,Has the likelihood of getting a lower interest rate by calling & asking been red,36826,0.0,0.0,0.0,81.828
6635,Why don't share prices of a company rise every other Friday when the company buy,41912,0.0,0.0,0.0,64.149
859,"Any reason to keep around my account with my old, 'big' bank?",32530,0.0,0.0,0.0,60.221
8005,Difference between Vanguard sp500 UCITS and Vanguard sp500,27930,0.0,0.0,0.0,62.551
5241,Mortgage vs. Cash for U.S. home buy now,15487,0.0,0.0,0.0,46.735
5064,How much should a graduate student attempt to save?,2003,1.0,1.0,1.0,39.095
6467,Advice on strategy for when to sell,16175,0.0,0.0,0.0,22.282
4289,Does the currency exchange rate contain any additional information at all?,17469,0.0,0.0,0.0,31.063
7218,What margin is required to initiate and maintain a short sale,35102,0.0,0.0,0.0,34.842
2407,How long to wait after getting a mortgage to increase my credit limit?,2064,1.0,1.0,1.0,30.471
7344,How is the Dow divisor calculated?,14368,1.0,1.0,1.0,25.48
928,How can I determine if a FHA loan refinance offer is from a reputable lender,26051,0.0,0.0,0.0,33.371
9871,What should I do with the 50k I have sitting in a European bank?,41627,0.0,0.0,0.0,55.037
4845,What is the difference between fund and portfolio?,8891,0.0,0.0,0.0,52.646
8512,Is it possible to transfer stock I already own into my Roth IRA without having t,2128,0.0,0.0,0.0,82.111
8002,What is the tax treatment of scrip dividends in the UK?,20116,0.0,0.0,0.0,55.348
2891,May I claim money earned but not received in 2012,31117,1.0,1.0,1.0,72.224
5206,Is it a good idea to get an unsecured loan to pay off a credit card that won't l,1472,0.0,0.0,0.0,72.066
2713,Physical Checks - Mailing,41944,0.0,0.0,0.0,33.855
9060,Buying puts without owning underlying,7743,0.0,0.0,0.0,32.33
7098,Can another tax loss be used to offset capital gains taxes? How does it work?,12351,0.0,0.0,0.0,61.931
4105,As an investor what are side effects of Quantitative Easing in US and in EU?,36272,0.0,0.0,0.0,50.52
9275,Do I have to pay a capital gains tax if I rebuy the same stock within 30 days?,23217,0.0,0.0,0.0,70.541
10497,Why would you elect to apply a refund to next year's tax bill?,31483,1.0,0.6131471927654584,1.0,50.254
9481,What are reasonable administrative fees for an IRA?,30417,1.0,1.0,1.0,46.685
1826,Is the contribution towards Employment Insurance (EI) wasted if I never get fire,8057,1.0,1.0,1.0,62.935
6262,Help required on estimating SSA benefit amounts,34538,1.0,0.6131471927654584,1.0,45.675
8632,"Is it best to exercise options shares when they vest, or wait",43497,1.0,1.0,1.0,61.384
9979,What is the best way to invest in gold as a hedge against inflation without havi,35369,1.0,0.6131471927654584,1.0,62.875
6133,What happens to all of the options when they expire?,7733,1.0,1.0,1.0,51.655
3771,Best way to buy Japanese yen for travel?,13346,0.0,0.0,0.0,39.769
1736,How can people have such high credit card debts?,39816,0.0,0.0,0.0,62.337
6146,Lost credit card replaced with new card and new numbers. Credit score affected?,33990,0.0,0.0,0.0,73.502
5906,0% APR first 12 months on new credit card. Can I exceed that 30% rule of thumb a,48454,0.0,0.0,0.0,87.702
659,Buying from an aggressive salesperson,13139,1.0,1.0,1.0,37.986
6803,What are the common moving averages used in a “Golden Cross” stock evaluation?,42620,1.0,1.0,1.0,65.018
1150,How are the best way to make and save money at 22 years old,10476,0.0,0.0,0.0,64.594
9808,Selling To Close,22916,0.0,0.0,0.0,41.192
10109,Why does Charles Schwab have a Mandatory Settlement Period after selling stocks?,28314,1.0,1.0,1.0,58.217
2790,Should I pay more than 20% down on a home?,27073,0.0,0.0,0.0,51.595
4999,Looking for a good source for Financial Statements,9938,1.0,0.6131471927654584,1.0,42.441
10710,Probablity of touching In the money vs expiring in the money for an american opt,6771,1.0,1.0,1.0,81.159
2416,Why should a company go public?,48569,1.0,1.0,1.0,47.562
2204,What's an economic explanation for why greeting cards are so expensive?,4066,1.0,0.6131471927654584,1.0,50.724
2334,How do you determine “excess cash” for Enterprise Value calculations from a bala,47450,0.0,0.0,0.0,71.497
9668,Do stock option prices predicate the underlying stock's movement?,13260,1.0,0.6131471927654584,1.0,61.036
1530,"What is the proper way to report additional income for taxes (specifically, Andr",28764,1.0,1.0,1.0,78.696
1994,Does the IRS reprieve those who have to commute for work?,38249,0.0,0.0,0.0,60.691
10462,"Is it okay to be married, 30 years old and have no retirement?",23172,0.0,0.0,0.0,58.897
8974,"As a 22-year-old, how risky should I be with my 401(k) investments?",12316,0.0,0.0,0.0,66.426
5178,Formula that predicts whether one is better off investing or paying down debt,7540,0.0,0.0,0.0,54.899
5061,What fiscal scrutiny can be expected from IRS in early retirement?,46755,0.0,0.0,0.0,53.764
2075,Are stories of turning a few thousands into millions by trading stocks real?,28954,0.0,0.0,0.0,68.711
4785,What is the difference between a structured collar and a normal collar in financ,37517,1.0,1.0,1.0,51.813
9733,Due Diligence - Dilution?,38586,0.0,0.0,0.0,24.918
672,Credit and Debit,28477,0.0,0.0,0.0,17.524
6002,15 year mortgage vs 30 year paid off in 15,26165,0.0,0.0,0.0,24.71
1441,What's the difference between Market Cap and NAV?,25817,0.0,0.0,0.0,24.043
2589,How can I detect potential fraud in a company before investing in them?,43961,1.0,1.0,1.0,29.802
6800,I don't live in America. How can I buy IPO stock of newly listed companies in th,35191,1.0,1.0,1.0,44.389
9961,Employer rollover from 403b to 401k?,13275,0.0,0.0,0.0,19.981
6867,Will there always be somebody selling/buying in every stock?,28685,0.0,0.0,0.0,27.743
10808,What are a few sites that make it easy to invest in high interest rate mutual fu,40227,0.0,0.0,0.0,43.455
2383,Should I Purchase Health Insurance Through My S-Corp,17215,1.0,1.0,1.0,27.417
10674,How to sell a stock in a crashing market?,26292,0.0,0.0,0.0,38.725
10526,What extra information might be obtained from the next highest bids in an order ,31933,0.0,0.0,0.0,74.622
2400,Will I be paid dividends if I own shares?,1198,1.0,1.0,1.0,44.945
4605,"If the U.S. defaults on its debt, what will happen to my bank money?",28375,0.0,0.0,0.0,88.263
4981,Where can I find open source portfolio management software?,45218,1.0,1.0,1.0,65.484
1748,"How high should I set my KickStarter funding goal in order to have $35,000 left ",18001,1.0,1.0,1.0,70.122
7068,Making money through CFD,10797,1.0,1.0,1.0,44.66
7700,Should I re-allocate my portfolio now or let it balance out over time?,7748,0.0,0.0,0.0,53.128
5343,“International credit report” for French nationals?,21913,0.0,0.0,0.0,41.668
547,What percentage of my company should I have if I only put money?,30345,0.0,0.0,0.0,64.142
5410,Dealership made me the secondary owner to my own car,13975,1.0,1.0,1.0,53.004
810,Can I open a bank account in the US remotely? Will I pay taxes for the money on ,46386,0.0,0.0,0.0,72.046
10812,Is is possible to dispute IRS underpayment penalties?,5433,0.0,0.0,0.0,42.015
4102,How can I determine if my rate of return is “good” for the market I am in?,46394,0.0,0.0,0.0,90.062
