qid,query,retrieved,hit@1,ndcg@10,mrr@10,latency_ms
PLAIN-227,Increasing Muscle Strength with Fenugreek,MED-3534,0.0,0.0,0.0,26.106
PLAIN-238,How Chemically Contaminated Are We?,MED-5104,0.0,0.0,0.0,18.839
PLAIN-248,Treating an Enlarged Prostate With Diet,MED-4885,0.0,0.0,0.0,26.511
PLAIN-259,Optimal Phytosterol Dose and Source,MED-4295,1.0,0.22009176629808017,1.0,23.517
PLAIN-270,Is Caffeinated Tea Really Dehydrating?,MED-4331,1.0,0.22009176629808017,1.0,33.865
PLAIN-280,Mercury Testing Recommended Before Pregnancy,MED-3023,0.0,0.0,0.0,19.643
PLAIN-291,Stool Size and Breast Cancer Risk,MED-4517,1.0,0.22009176629808017,1.0,28.598
PLAIN-307,Vitamin D: Shedding some light on the new recommendations,MED-714,1.0,0.46927872602275644,1.0,24.805
PLAIN-320,Breast Cancer and Diet,MED-2437,0.0,0.0,0.0,25.555
PLAIN-332,Can antioxidant-rich spices counteract the effects of a high-fat meal?,MED-760,1.0,0.6131471927654584,1.0,35.811
PLAIN-344,Dioxins Stored in Our Own Fat May Increase Diabetes Risk,MED-1961,0.0,0.0,0.0,25.467
PLAIN-358,Didn't another study show carnitine was good for the heart?,MED-5333,0.0,0.0,0.0,52.346
PLAIN-371,Any update on the scary in vitro avocado data?,MED-5010,0.0,0.0,0.0,24.74
PLAIN-383,What do you think of Dr. Jenkins' take on paleolithic diets?,MED-4469,0.0,0.0,0.0,24.237
PLAIN-395,What about pepper plus turmeric in V8 juice?,MED-2783,0.0,0.0,0.0,22.202
PLAIN-407,Is annatto food coloring safe?,MED-906,1.0,0.46927872602275644,1.0,18.68
PLAIN-418,Fresh fruit versus frozen--which is better?,MED-917,1.0,0.46927872602275644,1.0,24.369
PLAIN-430,Are krill oil supplements better than fish oil capsules?,MED-928,1.0,0.2529427027676571,1.0,30.457
PLAIN-441,Is apple cider vinegar good for you?,MED-942,1.0,0.3391602052736161,1.0,25.112
PLAIN-457,How can you believe in any scientific study?,MED-2112,0.0,0.0,0.0,27.291
PLAIN-468,Is vitamin D3 (cholecalciferol) preferable to D2 (ergocalciferol)?,MED-3988,0.0,0.0,0.0,27.025
PLAIN-478,accidents,MED-2082,0.0,0.0,0.0,16.178
PLAIN-488,adenovirus 36,MED-1798,1.0,0.22009176629808017,1.0,16.782
PLAIN-499,African-American,MED-4095,1.0,0.22009176629808017,1.0,16.532
PLAIN-510,airport scanners,MED-2157,0.0,0.0,0.0,19.117
PLAIN-520,Alli,MED-2237,0.0,0.0,0.0,31.884
PLAIN-531,alternative medicine,MED-2112,0.0,0.0,0.0,33.891
PLAIN-541,American Dental Association,MED-4036,0.0,0.0,0.0,34.074
PLAIN-551,amnesia,MED-2214,0.0,0.0,0.0,21.27
PLAIN-561,aneurysm,MED-3180,1.0,0.22009176629808017,1.0,29.582
PLAIN-571,anisakis,MED-2346,0.0,0.0,0.0,17.681
PLAIN-583,antinutrients,MED-2235,0.0,0.0,0.0,12.735
PLAIN-593,apnea,MED-4402,1.0,0.46927872602275644,1.0,23.195
PLAIN-603,Arkansas,MED-2215,0.0,0.0,0.0,13.118
PLAIN-613,ascorbic acid,MED-909,0.0,0.0,0.0,14.451
PLAIN-623,Atkins diet,MED-1674,0.0,0.0,0.0,19.859
PLAIN-634,avocados,MED-1378,0.0,0.0,0.0,20.154
PLAIN-645,bagels,MED-2221,0.0,0.0,0.0,15.042
PLAIN-660,beans,MED-4991,1.0,0.22009176629808017,1.0,16.733
PLAIN-671,benzene,MED-4857,1.0,1.0,1.0,13.121
PLAIN-681,betel nuts,MED-2383,0.0,0.0,0.0,16.229
PLAIN-691,bioavailability,MED-4909,0.0,0.0,0.0,15.281
PLAIN-701,black raspberries,MED-3720,1.0,0.2529427027676571,1.0,25.241
PLAIN-711,blood clots,MED-2077,1.0,0.22009176629808017,1.0,13.352
PLAIN-721,BMAA,MED-4876,1.0,0.22009176629808017,1.0,15.368
PLAIN-731,bone fractures,MED-1340,1.0,0.22009176629808017,1.0,18.667
PLAIN-741,BPH,MED-4237,1.0,0.22009176629808017,1.0,16.143
PLAIN-751,BRCA genes,MED-3130,0.0,0.0,0.0,14.327
PLAIN-761,breast pain,MED-3797,0.0,0.0,0.0,16.419
PLAIN-771,bronchiolitis obliterans,MED-3386,1.0,0.46927872602275644,1.0,23.15
PLAIN-782,Bush administration,MED-1055,0.0,0.0,0.0,18.177
PLAIN-792,cadaverine,MED-4958,1.0,0.30260241349881345,1.0,16.154
PLAIN-806,caloric restriction,MED-2519,1.0,0.22009176629808017,1.0,14.042
PLAIN-817,canker sores,MED-2243,0.0,0.0,0.0,16.456
PLAIN-827,carcinogens,MED-4391,0.0,0.0,0.0,23.491
PLAIN-838,carrageenan,MED-3502,1.0,0.23504554941448536,1.0,19.917
PLAIN-850,cauliflower,MED-2064,1.0,0.22009176629808017,1.0,14.607
PLAIN-872,chanterelle mushrooms,MED-1291,0.0,0.0,0.0,15.659
PLAIN-882,Chernobyl,MED-3632,1.0,0.22009176629808017,1.0,23.088
PLAIN-892,chickpeas,MED-2147,1.0,0.22009176629808017,1.0,24.135
PLAIN-902,chlorophyll,MED-4197,1.0,0.3903800499921017,1.0,17.785
PLAIN-913,cinnamon,MED-4415,1.0,0.22009176629808017,1.0,17.563
PLAIN-924,cocaine,MED-3044,1.0,0.22009176629808017,1.0,18.993
PLAIN-934,coffee,MED-1640,1.0,0.22009176629808017,1.0,14.465
PLAIN-946,coma,MED-4380,1.0,0.22009176629808017,1.0,12.485
PLAIN-956,cooking methods,MED-2572,0.0,0.0,0.0,15.247
PLAIN-966,cortisol,MED-3671,0.0,0.0,0.0,17.389
PLAIN-977,crib death,MED-4402,1.0,0.46927872602275644,1.0,20.226
PLAIN-987,cumin,MED-1293,0.0,0.0,0.0,23.856
PLAIN-997,Czechoslovakia,MED-2256,0.0,0.0,0.0,15.061
PLAIN-1008,deafness,MED-901,0.0,0.0,0.0,11.597
PLAIN-1018,DHA,MED-5095,0.0,0.0,0.0,13.079
PLAIN-1028,dietary scoring,MED-4102,0.0,0.0,0.0,12.766
PLAIN-1039,domoic acid,MED-4380,1.0,0.6131471927654584,1.0,13.889
PLAIN-1050,Dr. Dean Ornish,MED-2243,0.0,0.0,0.0,33.388
PLAIN-1066,Dr. Walter Willett,MED-2763,0.0,0.0,0.0,21.24
PLAIN-1088,ECMO,MED-2109,1.0,0.3391602052736161,1.0,23.585
PLAIN-1098,eggnog,MED-2233,0.0,0.0,0.0,10.539
PLAIN-1109,endocrine disruptors,MED-2650,1.0,0.22009176629808017,1.0,14.259
PLAIN-1119,energy drinks,MED-1708,0.0,0.0,0.0,14.684
PLAIN-1130,ergothioneine,MED-4165,1.0,1.0,1.0,10.118
PLAIN-1141,Evidence-based medicine,MED-2112,1.0,0.22009176629808017,1.0,26.303
PLAIN-1151,factory farming practices,MED-3306,0.0,0.0,0.0,22.081
PLAIN-1161,fava beans,MED-3136,0.0,0.0,0.0,31.876
PLAIN-1172,fenugreek,MED-4150,1.0,0.22009176629808017,1.0,26.591
PLAIN-1183,Finland,MED-1276,1.0,0.22009176629808017,1.0,16.57
PLAIN-1193,flax oil,MED-3868,0.0,0.0,0.0,16.652
PLAIN-1203,folic acid,MED-4771,1.0,0.22009176629808017,1.0,26.268
PLAIN-1214,Fosamax,MED-2362,0.0,0.0,0.0,18.343
PLAIN-1225,fructose,MED-1674,1.0,0.22009176629808017,1.0,15.181
PLAIN-1236,galactosemia,MED-1341,1.0,0.3391602052736161,1.0,31.066
PLAIN-1249,genetic manipulation,MED-2303,0.0,0.0,0.0,22.886
PLAIN-1262,Global Burden of Disease Study,MED-5293,1.0,0.22009176629808017,1.0,37.212
PLAIN-1275,goji berries,MED-4712,1.0,0.22009176629808017,1.0,19.343
PLAIN-1288,grapes,MED-2083,0.0,0.0,0.0,16.094
PLAIN-1299,growth promoters,MED-4747,1.0,0.22009176629808017,1.0,14.736
PLAIN-1309,halibut,MED-2227,0.0,0.0,0.0,17.248
PLAIN-1320,Harvard Physicians’ Study II,MED-3759,0.0,0.0,0.0,19.155
PLAIN-1331,hearing,MED-1049,0.0,0.0,0.0,11.219
PLAIN-1342,heme iron,MED-4317,1.0,0.22009176629808017,1.0,19.486
PLAIN-1353,hernia,MED-976,0.0,0.0,0.0,15.32
PLAIN-1363,Hiroshima,MED-3620,1.0,0.22009176629808017,1.0,11.731
PLAIN-1374,hormonal dysfunction,MED-820,0.0,0.0,0.0,31.682
PLAIN-1387,hyperactivity,MED-3380,1.0,0.22009176629808017,1.0,22.931
PLAIN-1398,IGF-1,MED-1715,1.0,0.22009176629808017,1.0,10.591
PLAIN-1409,industrial toxins,MED-3385,0.0,0.0,0.0,21.784
PLAIN-1419,insects,MED-4198,1.0,0.22009176629808017,1.0,16.395
PLAIN-1429,Iowa Women’s Health Study,MED-5125,0.0,0.0,0.0,15.263
PLAIN-1441,Japan,MED-2770,1.0,0.22009176629808017,1.0,17.682
PLAIN-1453,junk food,MED-1150,0.0,0.0,0.0,15.523
PLAIN-1463,kidney beans,MED-3136,1.0,0.22009176629808017,1.0,15.457
PLAIN-1473,kohlrabi,MED-2231,0.0,0.0,0.0,15.994
PLAIN-1485,lard,MED-2253,0.0,0.0,0.0,12.812
PLAIN-1496,leeks,MED-2232,0.0,0.0,0.0,20.657
PLAIN-1506,leucine,MED-2126,0.0,0.0,0.0,15.087
PLAIN-1516,Lindane,MED-4181,0.0,0.0,0.0,13.503
PLAIN-1527,liver disease,MED-1304,1.0,0.22009176629808017,1.0,16.878
PLAIN-1537,low-carb diets,MED-4880,0.0,0.0,0.0,24.922
PLAIN-1547,lyme disease,MED-2360,0.0,0.0,0.0,25.061
PLAIN-1557,magnesium,MED-1406,0.0,0.0,0.0,10.419
PLAIN-1568,maple syrup,MED-4150,1.0,0.6131471927654584,1.0,12.565
PLAIN-1579,mastitis,MED-4667,1.0,0.3391602052736161,1.0,15.542
PLAIN-1590,medical ethics,MED-748,0.0,0.0,0.0,16.09
PLAIN-1601,memory,MED-4860,1.0,0.22009176629808017,1.0,17.544
PLAIN-1611,mesquite,MED-2225,0.0,0.0,0.0,25.468
PLAIN-1621,Mevacor,MED-2177,0.0,0.0,0.0,16.109
PLAIN-1635,milk,MED-1229,1.0,0.22009176629808017,1.0,18.323
PLAIN-1645,molasses,MED-2238,0.0,0.0,0.0,18.131
PLAIN-1656,mouth cancer,MED-3764,0.0,0.0,0.0,16.958
