qid,query,retrieved,hit@1,ndcg@10,mrr@10,latency_ms
116692,Do you think the Indian educational system should change?,1465,1.0,0.6131471927654584,1.0,18.186
123912,How can I find out what my cell phone number is?,3825,1.0,0.6131471927654584,1.0,28.372
125630,Why do we need Java programming?,4001,1.0,0.6131471927654584,1.0,26.232
135988,Is Donald Trump very smart?,4451,0.0,0.0,0.0,20.754
136876,What are Some mind blowing technology tools?,3808,0.0,0.0,0.0,16.54
137130,Which has been the biggest political scam in India till date?,4109,1.0,1.0,1.0,21.991
141022,I'm 44 years old. I want to invest in mutual funds in india. Which is the best m,5071,1.0,0.6131471927654584,1.0,36.971
142423,What are some horror movies of 2016 worth watching?,3123,1.0,0.6131471927654584,1.0,25.996
146116,"What age do you think is too late to start medical school, based off of your own",1474,1.0,0.6131471927654584,1.0,28.455
146595,What was the main cause that ended World War One?,1002,0.0,0.0,0.0,18.908
150494,"Do Australians use the term ""sheila"" in normal conversation?",3683,1.0,0.6131471927654584,1.0,22.882
152284,What is a good cheap hotel in Goa close to the beach and night clubs?,3479,0.0,0.0,0.0,29.464
153098,What is the best novel of all time?,207,0.0,0.0,0.0,23.918
