qid,query,retrieved,hit@1,ndcg@10,mrr@10,latency_ms
343,Diabetic patients with acute coronary syndrome experience increased short-term a,5884524,1.0,0.6131471927654584,1.0,35.992
350,Discrimination between the initiator and elongation tRNAs depends on the transla,16927286,1.0,1.0,1.0,33.106
354,Downregulation and mislocalization of Scribble prevents cell transformation and ,8774475,1.0,1.0,1.0,31.344
362,During the primary early antibody response activated B cells migrate toward the ,38587347,1.0,1.0,1.0,58.623
380,Enhanced early production of inflammatory chemokines improves viral control in t,19005293,1.0,1.0,1.0,41.676
384,Epidemiological disease burden from noncommunicable diseases is more prevalent i,8582337,0.0,0.0,0.0,49.906
385,Epigenetic modulating agents (EMAs) modulate antitumor immune response in a canc,1032372,0.0,0.0,0.0,46.388
386,Errors in peripheral IV drug administration are most common during bolus adminis,16495649,1.0,1.0,1.0,48.567
388,Ethanol stress decreases the expression of IBP in bacteria.,21602220,0.0,0.0,0.0,39.393
399,Exposure to fine particulate air pollution is relate to anxiety prevalence.,791050,1.0,1.0,1.0,35.297
410,Febrile seizures increase the threshold for development of epilepsy.,14924526,1.0,1.0,1.0,64.707
411,Febrile seizures reduce the threshold for development of epilepsy.,14924526,1.0,1.0,1.0,59.278
415,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for ,18852643,0.0,0.0,0.0,38.891
421,Flexible molecules experience greater steric hindrance in the tumor microenvirom,44640124,0.0,0.0,0.0,30.275
431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS),2543135,0.0,0.0,0.0,40.332
436,Free histones are degraded by a Rad53-dependent mechanism once DNA has been repl,14637235,1.0,1.0,1.0,30.325
437,Functional consequences of genomic alterations due to Myelodysplastic syndrome (,3391547,0.0,0.0,0.0,38.366
439,Fz/PCP-dependent Pk localizes to the anterior membrane of neuroectoderm cells du,5395426,0.0,0.0,0.0,35.882
440,Fz/PCP-dependent Pk localizes to the anterior membrane of notochord cells during,4932668,0.0,0.0,0.0,36.898
443,GATA-3 is important for hematopoietic stem cell (HSC) function.,10165258,1.0,1.0,1.0,40.317
452,Gene expression does not vary appreciably across genetically identical cells.,9154703,0.0,0.0,0.0,35.824
475,Glycolysis is one of the primary glycometabolic pathways in cells.,23576165,0.0,0.0,0.0,44.365
478,Golli-deficient T-cells prefer to differentiate into an anergic phenotype in the,2506153,0.0,0.0,0.0,54.114
501,Headaches are not correlated with cognitive impairment.,17930286,1.0,1.0,1.0,23.157
502,Healthcare delivery efficiency in crowded delivery centers is impaired by improv,10854174,0.0,0.0,0.0,51.782
507,Helminths interfere with immune system control of macrophages activated by IL-4 ,7433668,0.0,0.0,0.0,45.325
508,Hematopoietic Stem Cell purification reaches purity rate of up to 50%.,25516011,0.0,0.0,0.0,41.785
513,High cardiopulmonary fitness causes increased mortality rate.,12770738,0.0,0.0,0.0,26.86
514,High dietary calcium intakes are unnecessary for prevention of secondary hyperpa,4462079,0.0,0.0,0.0,49.386
516,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulm,29564505,1.0,1.0,1.0,41.268
517,High levels of copeptin decrease risk of diabetes.,19658917,0.0,0.0,0.0,40.175
521,High-sensitivity cardiac troponin T (HSCT-T) dosage may not be diagnostic if the,34873974,1.0,1.0,1.0,87.083
525,Histone demethylase recruitment and a transient decrease in histone methylation ,13639330,1.0,1.0,1.0,55.646
527,Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem,1617327,0.0,0.0,0.0,38.418
528,Human T-lymphotropic virus type-I-associated myelopathy / tropical spastic parap,5476778,1.0,1.0,1.0,45.3
532,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,12991445,1.0,1.0,1.0,29.345
533,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,12991445,1.0,1.0,1.0,36.576
535,Hypertension is frequently observed in type 1 diabetes patients.,2138843,0.0,0.0,0.0,50.085
536,Hypocretin neurones induce panicprone state in rats.,25440070,0.0,0.0,0.0,42.786
539,Hypoglycemia increases the risk of dementia.,13282296,1.0,1.0,1.0,32.786
540,Hypothalamic glutamate neurotransmission is crucial to energy balance.,2225918,0.0,0.0,0.0,38.556
544,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,10559501,0.0,0.0,0.0,39.127
549,IRG1 has antiviral effects against neurotropic viruses.,9433958,1.0,1.0,1.0,43.387
551,ITAM phosphorylation prevents the transfer of the T cell receptor (TCR) signal f,8903143,0.0,0.0,0.0,52.462
552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duod,1471041,1.0,1.0,1.0,48.45
554,Immune complex triggered cell death leads to extracellular release of neutrophil,9878167,0.0,0.0,0.0,58.042
560,Immune responses result in the development of inflammatory Th17 cells and anti-i,11233339,0.0,0.0,0.0,36.373
569,"In adult tissue, most T cells are memory T cells.",23460562,1.0,1.0,1.0,39.231
575,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneupl",16686383,0.0,0.0,0.0,40.896
577,"In mice, P. chabaudi parasites are able to proliferate faster early in infection",8133050,0.0,0.0,0.0,66.246
578,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",8764879,1.0,1.0,1.0,32.079
587,In transgenic mice harboring green florescent protein under the control of the S,7142113,0.0,0.0,0.0,77.111
589,"In young and middle-aged adults, current or remote uses of ADHD medications do n",10984005,1.0,1.0,1.0,66.02
593,Incidence of heart failure decreased by 10% in women since 1979.,19675911,1.0,1.0,1.0,48.332
597,Incidence rates of cervical cancer have decreased.,36355784,1.0,0.46927872602275644,1.0,31.334
598,Incidence rates of cervical cancer have increased due to nationwide screening pr,6561200,0.0,0.0,0.0,47.972
613,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced ,9638032,1.0,1.0,1.0,31.047
619,Increased vessel density along with a reduction in fibrosis decreases the effica,20888849,1.0,0.6131471927654584,1.0,50.102
623,Individuals with low serum vitamin D concentrations have increased risk of multi,4462079,0.0,0.0,0.0,41.221
628,Infection of human T-cell lymphotropic virus type 1 is most frequent in individu,22705234,0.0,0.0,0.0,39.454
636,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinosi",42708716,0.0,0.0,0.0,41.71
637,Input from  mental and physical health care professionals is effective at decrea,25649714,1.0,1.0,1.0,45.616
641,Insomnia can be effectively treated with cognitive behavioral therapy.,5912283,1.0,0.6131471927654584,1.0,45.141
644,Insulin increases risk of severe kidney failure.,26025820,0.0,0.0,0.0,42.543
649,Integrating classroom-based collaborative learning with Web-based collaborative ,12789595,1.0,1.0,1.0,41.871
659,Ivermectin is used to treat lymphatic filariasis.,1215116,1.0,1.0,1.0,36.258
660,Ivermectin is used to treat onchocerciasis.,37628989,0.0,0.0,0.0,31.494
674,LDL cholesterol has no involvement in the development of cardiovascular disease.,7662206,0.0,0.0,0.0,54.429
684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,4942718,1.0,1.0,1.0,36.191
690,Less than 10% of the gabonese children with Schimmelpenning-Feuerstein-Mims synd,4449524,0.0,0.0,0.0,51.821
691,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in res,10991183,1.0,1.0,1.0,36.661
692,Leuko-increased blood increases infectious complications in red blood cell trans,24088502,1.0,1.0,1.0,29.615
693,Leuko-reduced blood reduces infectious complications in red blood cell transfusi,3698758,0.0,0.0,0.0,29.674
700,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,16557565,0.0,0.0,0.0,38.113
702,Localization of PIN1 in the roots of Arabidopsis does not require VPS9a,16557565,0.0,0.0,0.0,52.158
715,Low expression of miR7a does represses target genes and exerts a biological func,9159495,0.0,0.0,0.0,65.586
